"iyear","district","attackty_1","n_inc","sum_kill","sum_wound"
2001,"Tharparkar","Bombing/Explosion",0,0,0
2002,"Tharparkar","Bombing/Explosion",0,0,0
2003,"Tharparkar","Bombing/Explosion",0,0,0
2004,"Tharparkar","Bombing/Explosion",0,0,0
2005,"Tharparkar","Bombing/Explosion",0,0,0
2006,"Tharparkar","Bombing/Explosion",0,0,0
2007,"Tharparkar","Bombing/Explosion",0,0,0
2008,"Tharparkar","Bombing/Explosion",0,0,0
2009,"Tharparkar","Bombing/Explosion",0,0,0
2010,"Tharparkar","Bombing/Explosion",0,0,0
2011,"Tharparkar","Bombing/Explosion",0,0,0
2012,"Tharparkar","Bombing/Explosion",0,0,0
2013,"Tharparkar","Bombing/Explosion",0,0,0
2014,"Tharparkar","Bombing/Explosion",0,0,0
2015,"Tharparkar","Bombing/Explosion",0,0,0
2016,"Tharparkar","Bombing/Explosion",0,0,0
2000,"Thatta","Bombing/Explosion",0,0,0
2001,"Thatta","Bombing/Explosion",0,0,0
2002,"Thatta","Bombing/Explosion",0,0,0
2003,"Thatta","Bombing/Explosion",0,0,0
2004,"Thatta","Bombing/Explosion",0,0,0
2005,"Thatta","Bombing/Explosion",0,0,0
2006,"Thatta","Bombing/Explosion",0,0,0
2007,"Thatta","Bombing/Explosion",0,0,0
2008,"Thatta","Bombing/Explosion",0,0,0
2009,"Thatta","Bombing/Explosion",0,0,0
2010,"Thatta","Bombing/Explosion",0,0,0
2011,"Thatta","Bombing/Explosion",0,0,0
2012,"Thatta","Bombing/Explosion",1,0,0
2013,"Thatta","Bombing/Explosion",1,0,0
2014,"Thatta","Bombing/Explosion",0,0,0
2015,"Thatta","Bombing/Explosion",0,0,0
2016,"Thatta","Bombing/Explosion",0,0,0
2000,"Toba Tek Singh","Bombing/Explosion",0,0,0
2001,"Toba Tek Singh","Bombing/Explosion",0,0,0
2002,"Toba Tek Singh","Bombing/Explosion",0,0,0
2003,"Toba Tek Singh","Bombing/Explosion",0,0,0
2004,"Toba Tek Singh","Bombing/Explosion",0,0,0
2005,"Toba Tek Singh","Bombing/Explosion",0,0,0
2006,"Toba Tek Singh","Bombing/Explosion",0,0,0
2007,"Toba Tek Singh","Bombing/Explosion",0,0,0
2008,"Toba Tek Singh","Bombing/Explosion",0,0,0
2009,"Toba Tek Singh","Bombing/Explosion",0,0,0
2010,"Toba Tek Singh","Bombing/Explosion",0,0,0
2011,"Toba Tek Singh","Bombing/Explosion",0,0,0
2012,"Toba Tek Singh","Bombing/Explosion",0,0,0
2013,"Toba Tek Singh","Bombing/Explosion",1,3,14
2014,"Toba Tek Singh","Bombing/Explosion",0,0,0
2015,"Toba Tek Singh","Bombing/Explosion",0,0,0
2016,"Toba Tek Singh","Bombing/Explosion",1,0,3
2000,"Tor Ghar","Bombing/Explosion",0,0,0
2001,"Tor Ghar","Bombing/Explosion",0,0,0
2002,"Tor Ghar","Bombing/Explosion",0,0,0
2003,"Tor Ghar","Bombing/Explosion",0,0,0
2004,"Tor Ghar","Bombing/Explosion",0,0,0
2005,"Tor Ghar","Bombing/Explosion",0,0,0
2006,"Tor Ghar","Bombing/Explosion",0,0,0
2007,"Tor Ghar","Bombing/Explosion",0,0,0
2008,"Tor Ghar","Bombing/Explosion",0,0,0
2009,"Tor Ghar","Bombing/Explosion",0,0,0
2010,"Tor Ghar","Bombing/Explosion",0,0,0
2011,"Tor Ghar","Bombing/Explosion",0,0,0
2012,"Tor Ghar","Bombing/Explosion",0,0,0
2013,"Tor Ghar","Bombing/Explosion",1,5,3
2014,"Tor Ghar","Bombing/Explosion",1,2,2
2015,"Tor Ghar","Bombing/Explosion",0,0,0
2016,"Tor Ghar","Bombing/Explosion",0,0,0
2000,"Umerkot","Bombing/Explosion",0,0,0
2001,"Umerkot","Bombing/Explosion",0,0,0
2002,"Umerkot","Bombing/Explosion",0,0,0
2003,"Umerkot","Bombing/Explosion",0,0,0
2004,"Umerkot","Bombing/Explosion",0,0,0
2005,"Umerkot","Bombing/Explosion",0,0,0
2006,"Umerkot","Bombing/Explosion",0,0,0
2007,"Umerkot","Bombing/Explosion",0,0,0
2008,"Umerkot","Bombing/Explosion",0,0,0
2009,"Umerkot","Bombing/Explosion",0,0,0
2010,"Umerkot","Bombing/Explosion",0,0,0
2011,"Umerkot","Bombing/Explosion",0,0,0
2012,"Umerkot","Bombing/Explosion",0,0,0
2013,"Umerkot","Bombing/Explosion",0,0,0
2014,"Umerkot","Bombing/Explosion",0,0,0
2015,"Umerkot","Bombing/Explosion",0,0,0
2016,"Umerkot","Bombing/Explosion",0,0,0
2000,"Upper Dir","Bombing/Explosion",0,0,0
2001,"Upper Dir","Bombing/Explosion",0,0,0
2002,"Upper Dir","Bombing/Explosion",0,0,0
2003,"Upper Dir","Bombing/Explosion",0,0,0
2004,"Upper Dir","Bombing/Explosion",0,0,0
2005,"Upper Dir","Bombing/Explosion",0,0,0
2006,"Upper Dir","Bombing/Explosion",0,0,0
2007,"Upper Dir","Bombing/Explosion",1,0,0
2008,"Upper Dir","Bombing/Explosion",4,25,50
2009,"Upper Dir","Bombing/Explosion",4,45,69
2010,"Upper Dir","Bombing/Explosion",3,3,2
2011,"Upper Dir","Bombing/Explosion",7,55,67
2012,"Upper Dir","Bombing/Explosion",3,10,22
2013,"Upper Dir","Bombing/Explosion",1,0,3
2014,"Upper Dir","Bombing/Explosion",5,0,9
2015,"Upper Dir","Bombing/Explosion",1,1,3
2016,"Upper Dir","Bombing/Explosion",1,7,3
2000,"Vehari","Bombing/Explosion",0,0,0
2001,"Vehari","Bombing/Explosion",0,0,0
2002,"Vehari","Bombing/Explosion",0,0,0
2003,"Vehari","Bombing/Explosion",0,0,0
2004,"Vehari","Bombing/Explosion",0,0,0
2005,"Vehari","Bombing/Explosion",0,0,0
2006,"Vehari","Bombing/Explosion",0,0,0
2007,"Vehari","Bombing/Explosion",0,0,0
2008,"Vehari","Bombing/Explosion",0,0,0
2009,"Vehari","Bombing/Explosion",0,0,0
2010,"Vehari","Bombing/Explosion",0,0,0
2011,"Vehari","Bombing/Explosion",0,0,0
2012,"Vehari","Bombing/Explosion",0,0,0
2013,"Vehari","Bombing/Explosion",0,0,0
2014,"Vehari","Bombing/Explosion",0,0,0
2015,"Vehari","Bombing/Explosion",0,0,0
2016,"Vehari","Bombing/Explosion",0,0,0
2000,"Washuk","Bombing/Explosion",0,0,0
2001,"Washuk","Bombing/Explosion",0,0,0
2002,"Washuk","Bombing/Explosion",0,0,0
2003,"Washuk","Bombing/Explosion",0,0,0
2004,"Washuk","Bombing/Explosion",0,0,0
2005,"Washuk","Bombing/Explosion",0,0,0
2006,"Washuk","Bombing/Explosion",0,0,0
2007,"Washuk","Bombing/Explosion",0,0,0
2008,"Washuk","Bombing/Explosion",0,0,0
2009,"Washuk","Bombing/Explosion",0,0,0
2010,"Washuk","Bombing/Explosion",0,0,0
2011,"Washuk","Bombing/Explosion",1,1,0
2012,"Washuk","Bombing/Explosion",0,0,0
2013,"Washuk","Bombing/Explosion",1,0,2
2014,"Washuk","Bombing/Explosion",3,0,0
2015,"Washuk","Bombing/Explosion",2,0,0
2016,"Washuk","Bombing/Explosion",0,0,0
2000,"Zhob","Bombing/Explosion",0,0,0
2001,"Zhob","Bombing/Explosion",0,0,0
2002,"Zhob","Bombing/Explosion",0,0,0
2003,"Zhob","Bombing/Explosion",0,0,0
2004,"Zhob","Bombing/Explosion",0,0,0
2005,"Zhob","Bombing/Explosion",0,0,0
2006,"Zhob","Bombing/Explosion",0,0,0
2007,"Zhob","Bombing/Explosion",0,0,0
2008,"Zhob","Bombing/Explosion",0,0,0
2009,"Zhob","Bombing/Explosion",0,0,0
2010,"Zhob","Bombing/Explosion",0,0,0
2011,"Zhob","Bombing/Explosion",0,0,0
2012,"Zhob","Bombing/Explosion",0,0,0
2013,"Zhob","Bombing/Explosion",0,0,0
2014,"Zhob","Bombing/Explosion",3,2,3
2015,"Zhob","Bombing/Explosion",2,1,0
2016,"Zhob","Bombing/Explosion",3,7,7
2000,"Ziarat","Bombing/Explosion",0,0,0
2001,"Ziarat","Bombing/Explosion",0,0,0
2002,"Ziarat","Bombing/Explosion",0,0,0
2003,"Ziarat","Bombing/Explosion",0,0,0
2004,"Ziarat","Bombing/Explosion",0,0,0
2005,"Ziarat","Bombing/Explosion",0,0,0
2006,"Ziarat","Bombing/Explosion",0,0,0
2007,"Ziarat","Bombing/Explosion",0,0,0
2008,"Ziarat","Bombing/Explosion",0,0,0
2009,"Ziarat","Bombing/Explosion",0,0,0
2010,"Ziarat","Bombing/Explosion",0,0,0
2011,"Ziarat","Bombing/Explosion",0,0,0
2012,"Ziarat","Bombing/Explosion",1,0,0
2013,"Ziarat","Bombing/Explosion",0,0,0
2014,"Ziarat","Bombing/Explosion",1,1,0
2015,"Ziarat","Bombing/Explosion",0,0,0
2016,"Ziarat","Bombing/Explosion",1,0,0
