"iyear","district","attackty_1","n_inc","sum_kill","sum_wound"
2000,"Abbottabad","Bombing/Explosion",0,0,0
2001,"Abbottabad","Bombing/Explosion",0,0,0
2002,"Abbottabad","Bombing/Explosion",0,0,0
2003,"Abbottabad","Bombing/Explosion",0,0,0
2004,"Abbottabad","Bombing/Explosion",0,0,0
2005,"Abbottabad","Bombing/Explosion",0,0,0
2006,"Abbottabad","Bombing/Explosion",0,0,0
2007,"Abbottabad","Bombing/Explosion",0,0,0
2008,"Abbottabad","Bombing/Explosion",0,0,0
2009,"Abbottabad","Bombing/Explosion",0,0,0
2010,"Abbottabad","Bombing/Explosion",0,0,0
2011,"Abbottabad","Bombing/Explosion",0,0,0
2012,"Abbottabad","Bombing/Explosion",1,0,0
2013,"Abbottabad","Bombing/Explosion",0,0,0
2014,"Abbottabad","Bombing/Explosion",1,0,0
2015,"Abbottabad","Bombing/Explosion",0,0,0
2016,"Abbottabad","Bombing/Explosion",0,0,0
2000,"Astor","Bombing/Explosion",0,0,0
2001,"Astor","Bombing/Explosion",0,0,0
2002,"Astor","Bombing/Explosion",0,0,0
2003,"Astor","Bombing/Explosion",0,0,0
2004,"Astor","Bombing/Explosion",0,0,0
2005,"Astor","Bombing/Explosion",0,0,0
2006,"Astor","Bombing/Explosion",0,0,0
2007,"Astor","Bombing/Explosion",0,0,0
2008,"Astor","Bombing/Explosion",0,0,0
2009,"Astor","Bombing/Explosion",0,0,0
2010,"Astor","Bombing/Explosion",0,0,0
2011,"Astor","Bombing/Explosion",0,0,0
2012,"Astor","Bombing/Explosion",0,0,0
2013,"Astor","Bombing/Explosion",0,0,0
2014,"Astor","Bombing/Explosion",0,0,0
2015,"Astor","Bombing/Explosion",0,0,0
2016,"Astor","Bombing/Explosion",0,0,0
2000,"Attock","Bombing/Explosion",0,0,0
2001,"Attock","Bombing/Explosion",0,0,0
2002,"Attock","Bombing/Explosion",0,0,0
2003,"Attock","Bombing/Explosion",0,0,0
2004,"Attock","Bombing/Explosion",1,9,50
2005,"Attock","Bombing/Explosion",0,0,0
2006,"Attock","Bombing/Explosion",0,0,0
2007,"Attock","Bombing/Explosion",2,2,14
2008,"Attock","Bombing/Explosion",1,0,4
2009,"Attock","Bombing/Explosion",0,0,0
2010,"Attock","Bombing/Explosion",2,1,6
2011,"Attock","Bombing/Explosion",0,0,0
2012,"Attock","Bombing/Explosion",4,11,0
2013,"Attock","Bombing/Explosion",1,2,0
2014,"Attock","Bombing/Explosion",1,8,4
2015,"Attock","Bombing/Explosion",0,0,0
2016,"Attock","Bombing/Explosion",0,0,0
2000,"Awaran","Bombing/Explosion",0,0,0
2001,"Awaran","Bombing/Explosion",0,0,0
2002,"Awaran","Bombing/Explosion",0,0,0
2003,"Awaran","Bombing/Explosion",0,0,0
2004,"Awaran","Bombing/Explosion",0,0,0
2005,"Awaran","Bombing/Explosion",0,0,0
2006,"Awaran","Bombing/Explosion",0,0,0
2007,"Awaran","Bombing/Explosion",0,0,0
2008,"Awaran","Bombing/Explosion",0,0,0
2009,"Awaran","Bombing/Explosion",2,7,5
2010,"Awaran","Bombing/Explosion",2,0,0
2011,"Awaran","Bombing/Explosion",1,0,2
2012,"Awaran","Bombing/Explosion",1,0,0
2013,"Awaran","Bombing/Explosion",5,3,9
2014,"Awaran","Bombing/Explosion",4,6,8
2015,"Awaran","Bombing/Explosion",5,2,1
2016,"Awaran","Bombing/Explosion",4,2,14
2000,"Badin","Bombing/Explosion",0,0,0
2001,"Badin","Bombing/Explosion",0,0,0
2002,"Badin","Bombing/Explosion",0,0,0
2003,"Badin","Bombing/Explosion",0,0,0
2004,"Badin","Bombing/Explosion",0,0,0
2005,"Badin","Bombing/Explosion",0,0,0
2006,"Badin","Bombing/Explosion",0,0,0
2007,"Badin","Bombing/Explosion",0,0,0
2008,"Badin","Bombing/Explosion",0,0,0
2009,"Badin","Bombing/Explosion",0,0,0
2010,"Badin","Bombing/Explosion",0,0,0
2011,"Badin","Bombing/Explosion",0,0,0
2012,"Badin","Bombing/Explosion",1,0,0
2013,"Badin","Bombing/Explosion",0,0,0
2014,"Badin","Bombing/Explosion",0,0,0
2015,"Badin","Bombing/Explosion",0,0,0
2016,"Badin","Bombing/Explosion",0,0,0
2000,"Bagh","Bombing/Explosion",0,0,0
2001,"Bagh","Bombing/Explosion",0,0,0
2002,"Bagh","Bombing/Explosion",0,0,0
2003,"Bagh","Bombing/Explosion",0,0,0
2004,"Bagh","Bombing/Explosion",0,0,0
2005,"Bagh","Bombing/Explosion",0,0,0
2006,"Bagh","Bombing/Explosion",0,0,0
2007,"Bagh","Bombing/Explosion",1,0,1
2008,"Bagh","Bombing/Explosion",0,0,0
2009,"Bagh","Bombing/Explosion",0,0,0
2010,"Bagh","Bombing/Explosion",0,0,0
2011,"Bagh","Bombing/Explosion",0,0,0
2012,"Bagh","Bombing/Explosion",0,0,0
2013,"Bagh","Bombing/Explosion",1,2,1
2014,"Bagh","Bombing/Explosion",0,0,0
2015,"Bagh","Bombing/Explosion",0,0,0
2016,"Bagh","Bombing/Explosion",1,0,0
2000,"Bahawalnagar","Bombing/Explosion",0,0,0
2001,"Bahawalnagar","Bombing/Explosion",0,0,0
2002,"Bahawalnagar","Bombing/Explosion",0,0,0
2003,"Bahawalnagar","Bombing/Explosion",0,0,0
2004,"Bahawalnagar","Bombing/Explosion",0,0,0
2005,"Bahawalnagar","Bombing/Explosion",0,0,0
2006,"Bahawalnagar","Bombing/Explosion",0,0,0
2007,"Bahawalnagar","Bombing/Explosion",0,0,0
2008,"Bahawalnagar","Bombing/Explosion",1,2,0
2009,"Bahawalnagar","Bombing/Explosion",0,0,0
2010,"Bahawalnagar","Bombing/Explosion",0,0,0
2011,"Bahawalnagar","Bombing/Explosion",0,0,0
2012,"Bahawalnagar","Bombing/Explosion",0,0,0
2013,"Bahawalnagar","Bombing/Explosion",0,0,0
2014,"Bahawalnagar","Bombing/Explosion",0,0,0
2015,"Bahawalnagar","Bombing/Explosion",0,0,0
2016,"Bahawalnagar","Bombing/Explosion",0,0,0
2000,"Bahawalpur","Bombing/Explosion",0,0,0
2001,"Bahawalpur","Bombing/Explosion",0,0,0
2002,"Bahawalpur","Bombing/Explosion",0,0,0
2003,"Bahawalpur","Bombing/Explosion",0,0,0
2004,"Bahawalpur","Bombing/Explosion",0,0,0
2005,"Bahawalpur","Bombing/Explosion",0,0,0
2006,"Bahawalpur","Bombing/Explosion",0,0,0
2007,"Bahawalpur","Bombing/Explosion",0,0,0
2008,"Bahawalpur","Bombing/Explosion",0,0,0
2009,"Bahawalpur","Bombing/Explosion",3,0,10
2010,"Bahawalpur","Bombing/Explosion",0,0,0
2011,"Bahawalpur","Bombing/Explosion",0,0,0
2012,"Bahawalpur","Bombing/Explosion",0,0,0
2013,"Bahawalpur","Bombing/Explosion",0,0,0
2014,"Bahawalpur","Bombing/Explosion",0,0,0
2015,"Bahawalpur","Bombing/Explosion",3,2,13
2016,"Bahawalpur","Bombing/Explosion",1,0,0
2000,"Bajaur Agency","Bombing/Explosion",0,0,0
2001,"Bajaur Agency","Bombing/Explosion",0,0,0
2002,"Bajaur Agency","Bombing/Explosion",0,0,0
2003,"Bajaur Agency","Bombing/Explosion",0,0,0
2004,"Bajaur Agency","Bombing/Explosion",0,0,0
2005,"Bajaur Agency","Bombing/Explosion",0,0,0
2006,"Bajaur Agency","Bombing/Explosion",5,2,10
2007,"Bajaur Agency","Bombing/Explosion",7,1,19
2008,"Bajaur Agency","Bombing/Explosion",10,26,45
2009,"Bajaur Agency","Bombing/Explosion",22,9,26
2010,"Bajaur Agency","Bombing/Explosion",30,62,101
2011,"Bajaur Agency","Bombing/Explosion",16,41,30
2012,"Bajaur Agency","Bombing/Explosion",13,35,74
2013,"Bajaur Agency","Bombing/Explosion",21,16,37
2014,"Bajaur Agency","Bombing/Explosion",49,33,75
2015,"Bajaur Agency","Bombing/Explosion",19,4,16
2016,"Bajaur Agency","Bombing/Explosion",16,9,20
2000,"Bannu","Bombing/Explosion",0,0,0
2001,"Bannu","Bombing/Explosion",0,0,0
2002,"Bannu","Bombing/Explosion",1,0,0
2003,"Bannu","Bombing/Explosion",1,0,0
2004,"Bannu","Bombing/Explosion",0,0,0
2005,"Bannu","Bombing/Explosion",0,0,0
2006,"Bannu","Bombing/Explosion",3,3,0
2007,"Bannu","Bombing/Explosion",7,38,98
2008,"Bannu","Bombing/Explosion",6,2,5
2009,"Bannu","Bombing/Explosion",11,7,3
2010,"Bannu","Bombing/Explosion",10,17,36
2011,"Bannu","Bombing/Explosion",8,8,12
2012,"Bannu","Bombing/Explosion",18,13,52
2013,"Bannu","Bombing/Explosion",72,29,138
2014,"Bannu","Bombing/Explosion",32,31,49
2015,"Bannu","Bombing/Explosion",19,4,19
2016,"Bannu","Bombing/Explosion",12,2,13
2000,"Barkhan","Bombing/Explosion",0,0,0
2001,"Barkhan","Bombing/Explosion",0,0,0
2002,"Barkhan","Bombing/Explosion",0,0,0
2003,"Barkhan","Bombing/Explosion",0,0,0
2004,"Barkhan","Bombing/Explosion",0,0,0
2005,"Barkhan","Bombing/Explosion",2,0,0
2006,"Barkhan","Bombing/Explosion",0,0,0
2007,"Barkhan","Bombing/Explosion",0,0,0
2008,"Barkhan","Bombing/Explosion",1,0,0
2009,"Barkhan","Bombing/Explosion",3,1,7
2010,"Barkhan","Bombing/Explosion",0,0,0
2011,"Barkhan","Bombing/Explosion",0,0,0
2012,"Barkhan","Bombing/Explosion",5,1,5
2013,"Barkhan","Bombing/Explosion",6,0,1
2014,"Barkhan","Bombing/Explosion",8,0,1
2015,"Barkhan","Bombing/Explosion",1,0,1
2016,"Barkhan","Bombing/Explosion",1,1,1
2000,"Batagram","Bombing/Explosion",0,0,0
2001,"Batagram","Bombing/Explosion",0,0,0
2002,"Batagram","Bombing/Explosion",0,0,0
2003,"Batagram","Bombing/Explosion",0,0,0
2004,"Batagram","Bombing/Explosion",0,0,0
2005,"Batagram","Bombing/Explosion",0,0,0
2006,"Batagram","Bombing/Explosion",0,0,0
2007,"Batagram","Bombing/Explosion",0,0,0
2008,"Batagram","Bombing/Explosion",0,0,0
2009,"Batagram","Bombing/Explosion",0,0,0
2010,"Batagram","Bombing/Explosion",0,0,0
2011,"Batagram","Bombing/Explosion",0,0,0
2012,"Batagram","Bombing/Explosion",0,0,0
2013,"Batagram","Bombing/Explosion",0,0,0
2014,"Batagram","Bombing/Explosion",3,0,0
2015,"Batagram","Bombing/Explosion",0,0,0
2016,"Batagram","Bombing/Explosion",0,0,0
2000,"Bhakkar","Bombing/Explosion",0,0,0
2001,"Bhakkar","Bombing/Explosion",0,0,0
2002,"Bhakkar","Bombing/Explosion",1,12,20
2003,"Bhakkar","Bombing/Explosion",0,0,0
2004,"Bhakkar","Bombing/Explosion",0,0,0
2005,"Bhakkar","Bombing/Explosion",0,0,0
2006,"Bhakkar","Bombing/Explosion",0,0,0
2007,"Bhakkar","Bombing/Explosion",0,0,0
2008,"Bhakkar","Bombing/Explosion",0,0,0
2009,"Bhakkar","Bombing/Explosion",0,0,0
2010,"Bhakkar","Bombing/Explosion",0,0,0
2011,"Bhakkar","Bombing/Explosion",0,0,0
2012,"Bhakkar","Bombing/Explosion",0,0,0
2013,"Bhakkar","Bombing/Explosion",0,0,0
2014,"Bhakkar","Bombing/Explosion",0,0,0
2015,"Bhakkar","Bombing/Explosion",0,0,0
2016,"Bhakkar","Bombing/Explosion",0,0,0
2000,"Bhimber","Bombing/Explosion",0,0,0
2001,"Bhimber","Bombing/Explosion",0,0,0
2002,"Bhimber","Bombing/Explosion",0,0,0
2003,"Bhimber","Bombing/Explosion",0,0,0
2004,"Bhimber","Bombing/Explosion",0,0,0
2005,"Bhimber","Bombing/Explosion",0,0,0
2006,"Bhimber","Bombing/Explosion",0,0,0
2007,"Bhimber","Bombing/Explosion",0,0,0
2008,"Bhimber","Bombing/Explosion",0,0,0
2009,"Bhimber","Bombing/Explosion",0,0,0
2010,"Bhimber","Bombing/Explosion",0,0,0
2011,"Bhimber","Bombing/Explosion",0,0,0
2012,"Bhimber","Bombing/Explosion",0,0,0
2013,"Bhimber","Bombing/Explosion",0,0,0
2014,"Bhimber","Bombing/Explosion",0,0,0
2015,"Bhimber","Bombing/Explosion",0,0,0
2016,"Bhimber","Bombing/Explosion",0,0,0
2000,"Buner","Bombing/Explosion",0,0,0
2001,"Buner","Bombing/Explosion",0,0,0
2002,"Buner","Bombing/Explosion",0,0,0
2003,"Buner","Bombing/Explosion",0,0,0
2004,"Buner","Bombing/Explosion",0,0,0
2005,"Buner","Bombing/Explosion",0,0,0
2006,"Buner","Bombing/Explosion",0,0,0
2007,"Buner","Bombing/Explosion",0,0,0
2008,"Buner","Bombing/Explosion",4,27,20
2009,"Buner","Bombing/Explosion",4,0,12
2010,"Buner","Bombing/Explosion",0,0,0
2011,"Buner","Bombing/Explosion",1,2,0
2012,"Buner","Bombing/Explosion",5,2,7
2013,"Buner","Bombing/Explosion",2,6,0
2014,"Buner","Bombing/Explosion",3,3,2
2015,"Buner","Bombing/Explosion",1,0,0
2016,"Buner","Bombing/Explosion",1,0,0
2000,"Chaghi","Bombing/Explosion",0,0,0
2001,"Chaghi","Bombing/Explosion",0,0,0
2002,"Chaghi","Bombing/Explosion",0,0,0
2003,"Chaghi","Bombing/Explosion",0,0,0
2004,"Chaghi","Bombing/Explosion",0,0,0
2005,"Chaghi","Bombing/Explosion",0,0,0
2006,"Chaghi","Bombing/Explosion",1,0,0
2007,"Chaghi","Bombing/Explosion",1,0,0
2008,"Chaghi","Bombing/Explosion",0,0,0
2009,"Chaghi","Bombing/Explosion",1,0,2
2010,"Chaghi","Bombing/Explosion",0,0,0
2011,"Chaghi","Bombing/Explosion",1,0,0
2012,"Chaghi","Bombing/Explosion",2,0,0
2013,"Chaghi","Bombing/Explosion",3,0,0
2014,"Chaghi","Bombing/Explosion",3,32,18
2015,"Chaghi","Bombing/Explosion",0,0,0
2016,"Chaghi","Bombing/Explosion",1,0,0
2000,"Chakwal","Bombing/Explosion",0,0,0
2001,"Chakwal","Bombing/Explosion",0,0,0
2002,"Chakwal","Bombing/Explosion",0,0,0
2003,"Chakwal","Bombing/Explosion",0,0,0
2004,"Chakwal","Bombing/Explosion",0,0,0
2005,"Chakwal","Bombing/Explosion",0,0,0
2006,"Chakwal","Bombing/Explosion",0,0,0
2007,"Chakwal","Bombing/Explosion",0,0,0
2008,"Chakwal","Bombing/Explosion",0,0,0
2009,"Chakwal","Bombing/Explosion",1,25,140
2010,"Chakwal","Bombing/Explosion",0,0,0
2011,"Chakwal","Bombing/Explosion",0,0,0
2012,"Chakwal","Bombing/Explosion",1,0,0
2013,"Chakwal","Bombing/Explosion",0,0,0
2014,"Chakwal","Bombing/Explosion",0,0,0
2015,"Chakwal","Bombing/Explosion",0,0,0
2016,"Chakwal","Bombing/Explosion",1,0,0
2000,"Charsadda","Bombing/Explosion",0,0,0
2001,"Charsadda","Bombing/Explosion",0,0,0
2002,"Charsadda","Bombing/Explosion",0,0,0
2003,"Charsadda","Bombing/Explosion",0,0,0
2004,"Charsadda","Bombing/Explosion",0,0,0
2005,"Charsadda","Bombing/Explosion",0,0,0
2006,"Charsadda","Bombing/Explosion",0,0,0
2007,"Charsadda","Bombing/Explosion",3,103,151
2008,"Charsadda","Bombing/Explosion",2,18,25
2009,"Charsadda","Bombing/Explosion",7,53,126
2010,"Charsadda","Bombing/Explosion",5,0,0
2011,"Charsadda","Bombing/Explosion",23,97,184
2012,"Charsadda","Bombing/Explosion",47,3,44
2013,"Charsadda","Bombing/Explosion",42,8,26
2014,"Charsadda","Bombing/Explosion",44,15,52
2015,"Charsadda","Bombing/Explosion",16,2,13
2016,"Charsadda","Bombing/Explosion",9,43,66
2000,"Chiniot","Bombing/Explosion",0,0,0
2001,"Chiniot","Bombing/Explosion",0,0,0
2002,"Chiniot","Bombing/Explosion",0,0,0
2003,"Chiniot","Bombing/Explosion",0,0,0
2004,"Chiniot","Bombing/Explosion",0,0,0
2005,"Chiniot","Bombing/Explosion",0,0,0
2006,"Chiniot","Bombing/Explosion",0,0,0
2007,"Chiniot","Bombing/Explosion",0,0,0
2008,"Chiniot","Bombing/Explosion",0,0,0
2009,"Chiniot","Bombing/Explosion",0,0,0
2010,"Chiniot","Bombing/Explosion",0,0,0
2011,"Chiniot","Bombing/Explosion",0,0,0
2012,"Chiniot","Bombing/Explosion",0,0,0
2013,"Chiniot","Bombing/Explosion",0,0,0
2014,"Chiniot","Bombing/Explosion",0,0,0
2015,"Chiniot","Bombing/Explosion",0,0,0
2016,"Chiniot","Bombing/Explosion",0,0,0
2000,"Chitral","Bombing/Explosion",0,0,0
2001,"Chitral","Bombing/Explosion",0,0,0
2002,"Chitral","Bombing/Explosion",0,0,0
2003,"Chitral","Bombing/Explosion",0,0,0
2004,"Chitral","Bombing/Explosion",0,0,0
2005,"Chitral","Bombing/Explosion",0,0,0
2006,"Chitral","Bombing/Explosion",0,0,0
2007,"Chitral","Bombing/Explosion",0,0,0
2008,"Chitral","Bombing/Explosion",0,0,0
2009,"Chitral","Bombing/Explosion",0,0,0
2010,"Chitral","Bombing/Explosion",0,0,0
2011,"Chitral","Bombing/Explosion",2,14,10
2012,"Chitral","Bombing/Explosion",0,0,0
2013,"Chitral","Bombing/Explosion",0,0,0
2014,"Chitral","Bombing/Explosion",1,0,1
2015,"Chitral","Bombing/Explosion",0,0,0
2016,"Chitral","Bombing/Explosion",0,0,0
2000,"Dadu","Bombing/Explosion",0,0,0
2001,"Dadu","Bombing/Explosion",0,0,0
2002,"Dadu","Bombing/Explosion",0,0,0
2003,"Dadu","Bombing/Explosion",0,0,0
2004,"Dadu","Bombing/Explosion",0,0,0
2005,"Dadu","Bombing/Explosion",0,0,0
2006,"Dadu","Bombing/Explosion",0,0,0
2007,"Dadu","Bombing/Explosion",0,0,0
2008,"Dadu","Bombing/Explosion",0,0,0
2009,"Dadu","Bombing/Explosion",0,0,0
2010,"Dadu","Bombing/Explosion",1,2,12
2011,"Dadu","Bombing/Explosion",0,0,0
2012,"Dadu","Bombing/Explosion",1,0,0
2013,"Dadu","Bombing/Explosion",6,0,0
2014,"Dadu","Bombing/Explosion",0,0,0
2015,"Dadu","Bombing/Explosion",0,0,0
2016,"Dadu","Bombing/Explosion",0,0,0
2000,"Dera Bugti","Bombing/Explosion",0,0,0
2001,"Dera Bugti","Bombing/Explosion",0,0,0
2002,"Dera Bugti","Bombing/Explosion",0,0,0
2003,"Dera Bugti","Bombing/Explosion",0,0,0
2004,"Dera Bugti","Bombing/Explosion",2,4,10
2005,"Dera Bugti","Bombing/Explosion",0,0,0
2006,"Dera Bugti","Bombing/Explosion",21,36,29
2007,"Dera Bugti","Bombing/Explosion",8,9,34
2008,"Dera Bugti","Bombing/Explosion",31,10,28
2009,"Dera Bugti","Bombing/Explosion",39,8,26
2010,"Dera Bugti","Bombing/Explosion",5,2,12
2011,"Dera Bugti","Bombing/Explosion",55,9,39
2012,"Dera Bugti","Bombing/Explosion",37,18,28
2013,"Dera Bugti","Bombing/Explosion",35,5,36
2014,"Dera Bugti","Bombing/Explosion",74,8,26
2015,"Dera Bugti","Bombing/Explosion",64,3,14
2016,"Dera Bugti","Bombing/Explosion",44,7,17
2000,"Dera Ghazi Khan","Bombing/Explosion",0,0,0
2001,"Dera Ghazi Khan","Bombing/Explosion",0,0,0
2002,"Dera Ghazi Khan","Bombing/Explosion",0,0,0
2003,"Dera Ghazi Khan","Bombing/Explosion",0,0,0
2004,"Dera Ghazi Khan","Bombing/Explosion",0,0,0
2005,"Dera Ghazi Khan","Bombing/Explosion",0,0,0
2006,"Dera Ghazi Khan","Bombing/Explosion",1,0,0
2007,"Dera Ghazi Khan","Bombing/Explosion",0,0,0
2008,"Dera Ghazi Khan","Bombing/Explosion",1,0,0
2009,"Dera Ghazi Khan","Bombing/Explosion",2,61,98
2010,"Dera Ghazi Khan","Bombing/Explosion",0,0,0
2011,"Dera Ghazi Khan","Bombing/Explosion",1,52,102
2012,"Dera Ghazi Khan","Bombing/Explosion",2,1,3
2013,"Dera Ghazi Khan","Bombing/Explosion",0,0,0
2014,"Dera Ghazi Khan","Bombing/Explosion",0,0,0
2015,"Dera Ghazi Khan","Bombing/Explosion",1,10,15
2016,"Dera Ghazi Khan","Bombing/Explosion",0,0,0
2000,"Dera Ismail Khan","Bombing/Explosion",0,0,0
2001,"Dera Ismail Khan","Bombing/Explosion",1,1,7
2002,"Dera Ismail Khan","Bombing/Explosion",0,0,0
2003,"Dera Ismail Khan","Bombing/Explosion",0,0,0
2004,"Dera Ismail Khan","Bombing/Explosion",0,0,0
2005,"Dera Ismail Khan","Bombing/Explosion",0,0,0
2006,"Dera Ismail Khan","Bombing/Explosion",1,7,4
2007,"Dera Ismail Khan","Bombing/Explosion",7,74,131
2008,"Dera Ismail Khan","Bombing/Explosion",8,44,91
2009,"Dera Ismail Khan","Bombing/Explosion",18,66,238
2010,"Dera Ismail Khan","Bombing/Explosion",1,0,5
2011,"Dera Ismail Khan","Bombing/Explosion",1,1,4
2012,"Dera Ismail Khan","Bombing/Explosion",12,24,128
2013,"Dera Ismail Khan","Bombing/Explosion",14,14,17
2014,"Dera Ismail Khan","Bombing/Explosion",17,12,16
2015,"Dera Ismail Khan","Bombing/Explosion",12,13,19
2016,"Dera Ismail Khan","Bombing/Explosion",4,0,3
2000,"Diamir","Bombing/Explosion",0,0,0
2001,"Diamir","Bombing/Explosion",0,0,0
2002,"Diamir","Bombing/Explosion",0,0,0
2003,"Diamir","Bombing/Explosion",0,0,0
2004,"Diamir","Bombing/Explosion",0,0,0
2005,"Diamir","Bombing/Explosion",0,0,0
2006,"Diamir","Bombing/Explosion",0,0,0
2007,"Diamir","Bombing/Explosion",0,0,0
2008,"Diamir","Bombing/Explosion",0,0,0
2009,"Diamir","Bombing/Explosion",0,0,0
2010,"Diamir","Bombing/Explosion",0,0,0
2011,"Diamir","Bombing/Explosion",0,0,0
2012,"Diamir","Bombing/Explosion",0,0,0
2013,"Diamir","Bombing/Explosion",0,0,0
2014,"Diamir","Bombing/Explosion",0,0,0
2015,"Diamir","Bombing/Explosion",0,0,0
2016,"Diamir","Bombing/Explosion",0,0,0
2000,"Faisalabad","Bombing/Explosion",1,0,3
2001,"Faisalabad","Bombing/Explosion",0,0,0
2002,"Faisalabad","Bombing/Explosion",0,0,0
2003,"Faisalabad","Bombing/Explosion",0,0,0
2004,"Faisalabad","Bombing/Explosion",0,0,0
2005,"Faisalabad","Bombing/Explosion",0,0,0
2006,"Faisalabad","Bombing/Explosion",0,0,0
2007,"Faisalabad","Bombing/Explosion",0,0,0
2008,"Faisalabad","Bombing/Explosion",0,0,0
2009,"Faisalabad","Bombing/Explosion",0,0,0
2010,"Faisalabad","Bombing/Explosion",0,0,0
2011,"Faisalabad","Bombing/Explosion",2,25,101
2012,"Faisalabad","Bombing/Explosion",0,0,0
2013,"Faisalabad","Bombing/Explosion",0,0,0
2014,"Faisalabad","Bombing/Explosion",0,0,0
2015,"Faisalabad","Bombing/Explosion",1,0,3
2016,"Faisalabad","Bombing/Explosion",0,0,0
2000,"FR Bannu","Bombing/Explosion",0,0,0
2001,"FR Bannu","Bombing/Explosion",0,0,0
2002,"FR Bannu","Bombing/Explosion",0,0,0
2003,"FR Bannu","Bombing/Explosion",0,0,0
2004,"FR Bannu","Bombing/Explosion",0,0,0
2005,"FR Bannu","Bombing/Explosion",0,0,0
2006,"FR Bannu","Bombing/Explosion",0,0,0
2007,"FR Bannu","Bombing/Explosion",0,0,0
2008,"FR Bannu","Bombing/Explosion",0,0,0
2009,"FR Bannu","Bombing/Explosion",0,0,0
2010,"FR Bannu","Bombing/Explosion",0,0,0
2011,"FR Bannu","Bombing/Explosion",0,0,0
2012,"FR Bannu","Bombing/Explosion",1,0,1
2013,"FR Bannu","Bombing/Explosion",0,0,0
2014,"FR Bannu","Bombing/Explosion",0,0,0
2015,"FR Bannu","Bombing/Explosion",0,0,0
2016,"FR Bannu","Bombing/Explosion",1,0,1
2000,"FR DI Khan","Bombing/Explosion",0,0,0
2001,"FR DI Khan","Bombing/Explosion",0,0,0
2002,"FR DI Khan","Bombing/Explosion",0,0,0
2003,"FR DI Khan","Bombing/Explosion",0,0,0
2004,"FR DI Khan","Bombing/Explosion",0,0,0
2005,"FR DI Khan","Bombing/Explosion",0,0,0
2006,"FR DI Khan","Bombing/Explosion",0,0,0
2007,"FR DI Khan","Bombing/Explosion",0,0,0
2008,"FR DI Khan","Bombing/Explosion",0,0,0
2009,"FR DI Khan","Bombing/Explosion",0,0,0
2010,"FR DI Khan","Bombing/Explosion",0,0,0
2011,"FR DI Khan","Bombing/Explosion",0,0,0
2012,"FR DI Khan","Bombing/Explosion",0,0,0
2013,"FR DI Khan","Bombing/Explosion",0,0,0
2014,"FR DI Khan","Bombing/Explosion",0,0,0
2015,"FR DI Khan","Bombing/Explosion",0,0,0
2016,"FR DI Khan","Bombing/Explosion",0,0,0
2000,"FR Kohat","Bombing/Explosion",0,0,0
2001,"FR Kohat","Bombing/Explosion",0,0,0
2002,"FR Kohat","Bombing/Explosion",0,0,0
2003,"FR Kohat","Bombing/Explosion",0,0,0
2004,"FR Kohat","Bombing/Explosion",0,0,0
2005,"FR Kohat","Bombing/Explosion",0,0,0
2006,"FR Kohat","Bombing/Explosion",0,0,0
2007,"FR Kohat","Bombing/Explosion",1,0,0
2008,"FR Kohat","Bombing/Explosion",6,47,6
2009,"FR Kohat","Bombing/Explosion",7,5,7
2010,"FR Kohat","Bombing/Explosion",3,97,30
2011,"FR Kohat","Bombing/Explosion",12,6,25
2012,"FR Kohat","Bombing/Explosion",4,17,31
2013,"FR Kohat","Bombing/Explosion",2,0,0
2014,"FR Kohat","Bombing/Explosion",0,0,0
2015,"FR Kohat","Bombing/Explosion",0,0,0
2016,"FR Kohat","Bombing/Explosion",0,0,0
2000,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2001,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2002,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2003,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2004,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2005,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2006,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2007,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2008,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2009,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2010,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2011,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2012,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2013,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2014,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2015,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2016,"FR Lakki Marwat","Bombing/Explosion",0,0,0
2000,"FR Peshawar","Bombing/Explosion",0,0,0
2001,"FR Peshawar","Bombing/Explosion",0,0,0
2002,"FR Peshawar","Bombing/Explosion",0,0,0
2003,"FR Peshawar","Bombing/Explosion",0,0,0
2004,"FR Peshawar","Bombing/Explosion",0,0,0
2005,"FR Peshawar","Bombing/Explosion",0,0,0
2006,"FR Peshawar","Bombing/Explosion",0,0,0
2007,"FR Peshawar","Bombing/Explosion",0,0,0
2008,"FR Peshawar","Bombing/Explosion",0,0,0
2009,"FR Peshawar","Bombing/Explosion",0,0,0
2010,"FR Peshawar","Bombing/Explosion",0,0,0
2011,"FR Peshawar","Bombing/Explosion",0,0,0
2012,"FR Peshawar","Bombing/Explosion",0,0,0
2013,"FR Peshawar","Bombing/Explosion",0,0,0
