iyear,imonth,iday,provstate,city,latitude,longitude,location,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,target1,gname,nkill,nwound,scite1
2014,11,13,Khyber Pakhtunkhwa,Charsadda district,34.15,71.733333,The incident occurred in the Kodi area,3,Bombing/Explosion,,,Girls' Middle School,Unknown,0,0,"""Pakistan: Militants Blow Up Government School in Charsadda District of Khyber Pakhtunkhwa,"" BBC Online, November 14, 2014."
2014,11,14,Punjab,Rawalpindi,33.598211,73.044442,,3,Bombing/Explosion,,,Checkpost,Unknown,0,0,"""Grenade lobbed at police checkpost in Rawalpindi,"" The News International, November 15, 2014."
2014,11,14,Sindh,Karachi,24.85752,67.002756,The incident occurred in the Saddar Town neighborhood,3,Bombing/Explosion,,,Vehicle,Unknown,0,2,"""NATIONAL - ASI killed as police come under attack,"" The Nation Pakistan, November 14, 2014."
2014,11,14,Sindh,Karachi,24.972871,67.064331,The incident occurred in the North Karachi neighborhood,3,Bombing/Explosion,,,Vehicle,Tehrik-e-Khilafat,0,0,"""Police official killed, six others injured in   attacks   on law enforcers,"" The Express Tribune, November 14, 2014."
2014,11,15,Balochistan,Sher Ali Shaheed,28.293237,65.31019,,3,Bombing/Explosion,,,Power Line,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 16 November 2014,"" OSC Summary, November 16, 2014."
2014,11,15,Balochistan,Sher Ali Shaheed,28.293237,65.31019,,3,Bombing/Explosion,,,Electricity Tower,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 16 November 2014,"" OSC Summary, November 16, 2014."
2014,11,15,Khyber Pakhtunkhwa,Shabqadar,34.217204,71.555534,,3,Bombing/Explosion,,,Market,Jamaat-ul-Ahrar,0,1,"""Pakistan: Man injured in Charsadda blast,"" The News Online, November 16, 2014."
2014,11,16,Balochistan,Panjgur district,26.966667,64.1,The incident occurred in the Shu Charhai area,3,Bombing/Explosion,,,Convoy,Baloch Republican Army (BRA),0,0,"""FWO vehicle attacked by remote control bomb,"" Pakistan Press International, November 18, 2014."
2014,11,17,Balochistan,Tuk,27.3268,66.390695,,3,Bombing/Explosion,,,Shrine of Pir Nathan Shah,Unknown,0,0,"""Mazar damaged in explosion,"" Pakistan Press International, November 17, 2014."
2014,11,17,Balochistan,Chaman,30.922278,66.444722,,3,Bombing/Explosion,,,Market,Unknown,0,0,"""Blast occurs in Chaman,"" Daily The Pak Banker, November 17, 2014."
2014,11,17,Federally Administered Tribal Areas,Wana,32.304842,69.570392,,3,Bombing/Explosion,,,Convoy,Tribesmen,0,0,"""Fcr clause: Karmaz Khel tribe bears brunt of IED attack,"" The Express Tribune, November 18, 2014."
2014,11,18,Balochistan,Shapok,26.037778,63.376389,The incident occurred in the Shapok area,3,Bombing/Explosion,2,Armed Assault,Convoy,Unknown,0,2,"""Three FWO workers injured in attacks,"" DAWN Group, November 19, 2014."
2014,11,18,Balochistan,Kech district,25.912207,62.651949,,3,Bombing/Explosion,,,Construction Camp,Unknown,0,0,"""Three FWO workers injured in attacks,"" DAWN Group, November 19, 2014."
2014,11,18,Federally Administered Tribal Areas,Pewar,33.938954,69.960989,,3,Bombing/Explosion,,,Civilian: Javed Hussain,Unknown,0,1,"""Two die as bomb hits school van,"" DAWN Group, November 19, 2014."
2014,11,17,Khyber Pakhtunkhwa,Peshawar,33.969595,71.517496,The incident occurred in the Shaheedabad neighborhood,3,Bombing/Explosion,,,Ward President: Haji Noor Jan,Unknown,0,2,"""Pakistan: Two wounded as ANP leader's house attacked,"" Right Vision News, November 20, 2014."
2014,11,20,Balochistan,Mastung district,29.916667,67.1,,3,Bombing/Explosion,,,Bugti Express Train,United Baloch Army (UBA),0,12,"""Blast targets security forces' vehicle in Quetta; two injured,"" DAWN Group, November 21, 2014."
2014,11,20,Balochistan,Kalat,29.025865,66.589764,The incident occurred in the Bus Adda area,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Kalat police foils subversion,"" Pakistan Press International, November 20, 2014."
2014,11,20,Balochistan,Tump,26.1005,62.371348,,3,Bombing/Explosion,,,Vehicle,Unknown,0,2,"""Pakistan: Turbat incident: Two constables wounded in IED blast,"" The Express Tribune Online, November 20, 2014."
2014,11,20,Punjab,Mehtabpur Hanjli,32.489466,74.540956,The incident occurred in the Sialkot district.,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan: Two anti-tank mines defused in Sialkot,"" Right Vision News, November 22, 2014."
2014,11,21,Balochistan,Sariab,30.079414,66.992844,,3,Bombing/Explosion,,,Vehicle,Baloch Republican Army (BRA),0,1,"""FC man injured in blast,"" Dawn (Pakistan), November 22, 2014."
2014,11,21,Balochistan,Anjira,28.304722,66.333333,,3,Bombing/Explosion,,,Senior Minister: Nawab Sanaullah Zehri,Free Balochistan Army (FBA),0,0,"""Hydri condemns   rocket firing   on Zehri's house,"" Pakistan Press International, November 21, 2014."
2014,11,23,Balochistan,Panjgur,26.967744,64.100371,,3,Bombing/Explosion,,,Checkpoint,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 24 November 2014,"" OSC Summary, November 24, 2014."
2014,11,24,Khyber Pakhtunkhwa,Hangu,33.528971,71.057596,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Targeting security forces: IED explodes,"" Plus News Pakistan, November 26, 2014."
2014,11,24,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,The incident occurred in the Brahamzai area,3,Bombing/Explosion,,,Forces,Unknown,0,0,"""Targeting security forces: IED explodes,"" Plus News Pakistan, November 26, 2014."
2014,11,24,Khyber Pakhtunkhwa,Peshawar,34.015156,71.580534,,3,Bombing/Explosion,,,Shops,Unknown,0,0,"""Explosion in Peshawar, no casualties,"" Frontier Post, November 25, 2014."
2014,11,24,Khyber Pakhtunkhwa,Maneri Bala,34.138333,72.469722,,3,Bombing/Explosion,,,Residence of Member: Babar Saleem,Unknown,0,0,"""MPA's house attacked in Swabi,"" Plus News Pakistan, November 25, 2014."
2014,11,25,Balochistan,Dera Bugti,29.033237,69.149869,,3,Bombing/Explosion,,,Camp,Unknown,0,0,"""4   rockets fired   on Amn Force Camp,"" Pakistan Press International, November 25, 2014."
2014,11,25,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,The incident occurred in the Gharo Satarsam area,3,Bombing/Explosion,,,Vehicle,Unknown,0,4,"""Airstrikes against Haqqani militants kill 20,"" The Nation Pakistan, November 26, 2014."
2014,11,26,Balochistan,Chaman,30.922278,66.444722,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Bomb,"" Plus News Pakistan, November 26, 2014."
2014,11,26,Sindh,Shahdadpur,25.922808,68.620523,,3,Bombing/Explosion,,,Railway Tracks,Baloch Republican Army (BRA),0,0,"""Bomb blast   damages main railway track in Shahdadpur,"" Pakistan Press International, November 26, 2014."
2014,11,28,Khyber Pakhtunkhwa,Faqira,31.829722,70.597778,,3,Bombing/Explosion,,,Chief: Islam Gul,Unknown,0,1,"""Pakistan: Peace body chief escapes unhurt in attack,"" The News Online, November 29, 2014."
2014,11,28,Khyber Pakhtunkhwa,Faqirabad,33.888963,71.492269,,3,Bombing/Explosion,,,Bank Manager: Mohammad Ali,Unknown,0,3,"""One killed, four injured in Peshawar blasts,"" Dawn (Pakistan), November 29, 2014."
2014,11,28,Balochistan,Sariab,30.103569,66.983363,The incident occurred in the Sariab Mills Colony neighborhood,3,Bombing/Explosion,,,Convoy,Unknown,0,1,"""Pakistan: Narrow Escape: FC convoy attacked in Quetta,"" The Express Tribune Online, November 30, 2014."
2014,11,29,Sindh,Karachi,24.868401,66.994566,The incident occurred in the Lyari neighborhood,3,Bombing/Explosion,,,Van,Unknown,0,2,"""Grenade attack,"" Plus News Pakistan, November 30, 2014."
2014,11,29,Federally Administered Tribal Areas,Salarzai,34.744167,71.338333,,3,Bombing/Explosion,,,Elder: Malik Nawaz Khan,Unknown,0,0,"""Pakistan: Tribal elder escapes attempt on life,"" Right Vision News, December 1, 2014."
2014,11,30,Balochistan,Washap,27.133333,63.433333,,3,Bombing/Explosion,,,"Workers: Mohammad Farooq, Mohammad Afzal, Din Mohammad",Unknown,0,3,"""FC soldier killed in blast,"" Dawn (Pakistan), December 1, 2014."
2014,11,30,Islamabad Capital Territory,Islamabad,33.729352,73.093172,The incident occurred in the Faizabad Interchange area,3,Bombing/Explosion,,,Digital Satellite News Gathering (DSNG) Van,Unknown,0,2,"""JIT to investigate firecracker attack,"" DAWN Group, December 2, 2014."
2014,11,30,Balochistan,Sohbatpur,28.518791,68.541122,The incident occurred in the RD-328 area,3,Bombing/Explosion,,,Civilians,Unknown,0,2,"""Highlights: Pakistan Balochistan Press 1 December 2014,"" OSC Summary, December 1, 2014."
2014,11,30,Khyber Pakhtunkhwa,Shabqadar,34.217204,71.555534,,3,Bombing/Explosion,,,Shabqadar Police Station,Unknown,0,0,"""Shabqadar police station targeted,"" The Express Tribune, November 30, 2014."
2014,12,3,Balochistan,Chaman,30.927859,66.476889,Incident occurred in the Daulatabad area of the city.,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 04 December 2014,"" OSC Summary, December 4, 2014."
2014,12,3,Khyber Pakhtunkhwa,Hangu,33.529638,71.058684,,3,Bombing/Explosion,,,Market,Unknown,0,0,"""Under attack: Three shops destroyed in IED blast,"" Plus News Pakistan, December 6, 2014."
2014,12,3,Khyber Pakhtunkhwa,Mali Khel,32.832222,70.494722,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Under attack: Three shops destroyed in IED blast,"" Plus News Pakistan, December 6, 2014."
2014,12,4,Balochistan,Turbat,26.003837,63.063117,The incident occurred in the Sangani Sarmin area.,3,Bombing/Explosion,,,Convoy,Unknown,0,0,"""Pakistan: Blast targets security forces convoy in Turbat,"" Right Vision News, December 5, 2014."
2014,12,4,Balochistan,Sui,28.632708,69.204795,,3,Bombing/Explosion,,,Gas Pipeline,Unknown,0,0,"""Pakistan: FC personnel foil terror bid in Sui,"" Right Vision News, December 7, 2014."
2014,12,5,Khyber Pakhtunkhwa,Mardan,34.199933,72.050582,,3,Bombing/Explosion,,,Shop,Unknown,0,0,"""Pakistan:   Explosive defused   in Mardan,"" Right Vision News, December 7, 2014."
2014,12,6,Balochistan,Barkhan,29.897242,69.527613,,3,Bombing/Explosion,,,Civilian,Unknown,0,1,"""Highlights: Pakistan Balochistan Press 7 December 2014,"" OSC Summary, December 7, 2014."
2014,12,7,Khyber Pakhtunkhwa,Shabqadar,34.218722,71.556372,,3,Bombing/Explosion,,,Shabqadar Police Station,Unknown,0,0,"""Grenade lobbed at police station,"" DAWN Group, December 9, 2014."
2014,12,6,Sindh,Karachi,24.866695,66.994397,The incident occurred in the Lyari neighborhood,3,Bombing/Explosion,,,College,Unknown,0,8,"""Pakistan: Several injured in hand   grenade attacks   in Lyari,"" Right Vision News, December 7, 2014."
2014,12,8,Balochistan,Sibi,29.532155,67.868847,,3,Bombing/Explosion,,,Train,United Baloch Army (UBA),0,0,"""Bugti Express escapes disaster,"" Pakistan Press International, December 9, 2014."
2014,12,9,Khyber Pakhtunkhwa,Bannu,32.985944,70.611679,The incident occurred in the Saddar area of the city.,3,Bombing/Explosion,,,Vehicle,Unknown,0,2,"""Two injured in Bannu blast,"" DAWN Group, December 10, 2014."
2014,12,10,Balochistan,Sariab,30.081372,66.99183,,3,Bombing/Explosion,,,Station House Officer (SHO): Keechi Baig,Baloch Nationalists,0,4,"""Blast injures four people in Quetta,"" DAWN Group, December 10, 2014."
2014,12,10,Sindh,Karachi,24.832106,67.070249,Incident occurred in the Defence Housing Authority neighborhood of the city.,3,Bombing/Explosion,,,House of Doctor: Anwar Naqvi,Unknown,0,0,"""Terrorists attack doctor's house in Karachi, no casualties,"" The Nation Pakistan, December 15, 2014."
2014,12,11,Balochistan,Sibi,29.538168,67.876164,,3,Bombing/Explosion,,,Restaurant,Unknown,0,7,"""Blast   wounds 10 in southwest Pakistan: officials,"" Agence France Presse -- English, December 11, 2014."
2014,12,11,Federally Administered Tribal Areas,Alingar,34.432904,71.419881,,3,Bombing/Explosion,,,Patrol,Unknown,0,0,"""Pakistan: BDU member injured in twin IED blasts,"" Right Vision News, December 14, 2014."
2014,12,11,Federally Administered Tribal Areas,Ghongat Johar,34.496844,71.333364,,3,Bombing/Explosion,,,Unknown,Unknown,0,1,"""Pakistan: BDU member injured in twin IED blasts,"" Right Vision News, December 14, 2014."
2014,12,12,Khyber Pakhtunkhwa,Shabqadar,34.217222,71.555556,The incident occurred in the nearby village of Mero,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan:   Explosives defused   in Charsadda,"" Right Vision News, December 14, 2014."
2014,12,13,Balochistan,Quetta,30.181286,66.996036,The incident occurred in the Sariab area.,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 14 December 2014,"" OSC Summary, December 14, 2014."
2014,12,13,Balochistan,Quetta,30.182955,66.998684,The incident occurred in the Mian Ghundi area,3,Bombing/Explosion,,,Van,United Baloch Army (UBA),0,0,"""Pakistan:   Militants   kill policeman in Khuzdar, police targeted in Quetta,"" Right Vision News, December 15, 2014."
2014,12,14,Balochistan,Sui,28.632171,69.181237,Incident occurred in the Gopat area of the city.,3,Bombing/Explosion,,,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""Highlights: Pakistan Balochistan Press 15 December 2014,"" OSC Summary, December 15, 2014."
2014,12,15,Balochistan,Dera Bugti district,26.655872,63.968023,The incident occurred in the Zain Koh area.,3,Bombing/Explosion,,,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""2 Levies men kidnapped, gas pipeline blown,"" Pakistan Press International, December 16, 2014."
2014,12,15,Sindh,Karachi,24.832106,67.070249,Incident occurred in the Defence Housing Authority area of the city.,3,Bombing/Explosion,,,House of Doctor: Anwar Naqvi,Unknown,0,0,"""Terrorists attack doctor's house, no casualties,"" Daily Times, December 16, 2014."
2014,12,15,Khyber Pakhtunkhwa,Kangra,34.199167,71.601944,,3,Bombing/Explosion,,,School,Unknown,0,0,"""NGO-run school blown up in Charsadda,"" Dawn (Pakistan), December 16, 2014."
2014,12,15,Khyber Pakhtunkhwa,Shabqadar,34.220997,71.563745,,3,Bombing/Explosion,,,House of Former Member: Hameed Khan,Unknown,0,0,"""NGO-run school blown up in Charsadda,"" Dawn (Pakistan), December 16, 2014."
2014,12,17,Khyber Pakhtunkhwa,Dera Ismail Khan,31.832288,70.90738,,3,Bombing/Explosion,,,College,Tehrik-i-Taliban Pakistan (TTP),0,0,"""Twin Blasts Outside Girls College Near Peshawar, Pakistan; Nawaz Sharif Condemns School Attack,"" International Business Times, December 17, 2014."
2014,12,19,Khyber Pakhtunkhwa,Hathala,32.048833,70.574587,The incident occurred between the towns of Tank and Hathala.,3,Bombing/Explosion,,,Van,Unknown,0,3,"""Pakistan: FC soldier shot dead,"" The News Online, December 20, 2014."
2014,12,20,Balochistan,Gharibabad,26.702338,64.275006,,3,Bombing/Explosion,,,Convoy,Baloch Republican Army (BRA),0,0,"""FWO convoys attacked in Panjgur, Turbat,"" DAWN Group, December 21, 2014."
2014,12,20,Balochistan,Sui,28.633387,69.200441,,3,Bombing/Explosion,,,Purification Plant,Baloch Republican Army (BRA),0,0,"""Balochistan without gas for third straight day,"" The Express Tribune, December 24, 2014."
2014,12,20,Federally Administered Tribal Areas,Shaheedyano Dhand,33.40266,70.424854,The incident occurred in the Lower Kurram district.,3,Bombing/Explosion,,,Officers,Unknown,0,2,"""62 killed in Khyber and Kurram agencies,"" DAWN Group, December 20, 2014."
2014,12,20,Balochistan,Gokdan Mai,25.995098,62.959528,,3,Bombing/Explosion,,,Convoy,Baloch Republican Army (BRA),0,1,"""FWO convoys attacked in Panjgur, Turbat,"" DAWN Group, December 21, 2014."
2014,12,21,Balochistan,Quetta,30.183236,66.998778,,3,Bombing/Explosion,,,Hospital,United Baloch Army (UBA),0,0,"""Explosion at BMC gate,"" Pakistan Press International, December 22, 2014."
2014,12,21,Balochistan,Pir Koh,29.142127,69.100003,,3,Bombing/Explosion,,,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""Pakistan Report: Police Recovers Tortured Dead Bodies From Different Areas in Balochistan,"" BBC Online, December 21, 2014."
2014,12,21,Khyber Pakhtunkhwa,Mardan,34.204282,72.067478,The incident occurred in the Par Hoti neighborhood of the city.,3,Bombing/Explosion,,,Patrol,Unknown,0,2,"""2 cops hurt in Mardan   grenade attack,"" The Nation (AsiaNet), December 22, 2014."
2014,12,21,Federally Administered Tribal Areas,Nari Baba,33.891539,70.698065,The incident occurred in the Tirah Valley area of Khyber district.,3,Bombing/Explosion,,,Member,Unknown,0,1,"""Pakistan: Peace body member injured in Tirah blast,"" Right Vision News, December 23, 2014."
2014,12,23,Balochistan,Dera Bugti,29.033333,69.15,,3,Bombing/Explosion,,,Civilians,Unknown,0,2,"""Pirkoh pipeline blown up,"" DAWN Group, December 24, 2014."
2014,12,23,Balochistan,Dera Bugti,29.033333,69.15,,3,Bombing/Explosion,,,Children,Unknown,0,2,"""Pirkoh pipeline blown up,"" DAWN Group, December 24, 2014."
2014,12,23,Balochistan,Pir Koh,29.141783,69.100222,,3,Bombing/Explosion,,,Gas Pipeline,Unknown,0,0,"""Balochistan without gas for third straight day,"" The Express Tribune, December 24, 2014."
2014,12,23,Punjab,Taxila,33.740827,72.80178,The incident occurred in the Sarai kala area.,3,Bombing/Explosion,,,Taxi Stand,Unknown,0,0,"""Bomb defused   in Taxila,"" Dawn (Pakistan), December 24, 2014."
2014,12,24,Balochistan,Quetta,30.183236,66.998778,,3,Bombing/Explosion,,,Restaurant,Baloch Liberation Army (BLA),0,27,"""BLA claims responsibility for blast,"" Dawn (Pakistan), December 26, 2014."
2014,12,24,Federally Administered Tribal Areas,Safi,34.534568,71.26946,,3,Bombing/Explosion,,,Cell Phone Tower,Unknown,0,0,"""Pakistan: Bid to blow up cellphone tower foiled,"" Right Vision News, December 26, 2014."
2014,12,25,Federally Administered Tribal Areas,Mohmand district,34.793577,71.399288,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""SECTION:   Vol. LXVII  &nbsp;  No. 355,"" Dawn (Pakistan), December 27, 2014."
2014,12,26,Khyber Pakhtunkhwa,Charsadda district,34.15,71.733333,The incident occurred in the Khammai area,3,Bombing/Explosion,,,Party Worker,Unknown,0,0,"""Blast near house of doctor in Charsadda,"" The News International, December 27, 2014."
2014,12,27,Balochistan,Quetta,30.183236,66.998778,,3,Bombing/Explosion,,,Railway Tracks,Unknown,0,0,"""Pakistan: FC soldier, eight militants killed in Dera Bugti clash,"" Right Vision News, December 29, 2014."
2014,12,29,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,,3,Bombing/Explosion,,,Convoy,Unknown,0,3,"""Soldier killed in blast,"" Dawn (Pakistan), December 31, 2014."
2014,12,29,Khyber Pakhtunkhwa,Pir Sabak,34.025,72.040556,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan: Man killed in Malakand mills blast,"" Right Vision News, December 31, 2014."
2014,12,29,Federally Administered Tribal Areas,Tangai,34.769814,71.371681,,3,Bombing/Explosion,,,Tribal Elder: Malik Said Rehman,Unknown,0,0,"""Pakistan: Tribal elder escapes attempt on life,"" Right Vision News, December 31, 2014."
2014,12,29,Sindh,Karachi,24.933333,67.033333,The incident occurred in the North Nazimabad neighborhood,3,Bombing/Explosion,,,Vehicle,Unknown,0,0,"""Police vans attacked by grenade in Karachi, no casualties,"" Frontier Post, December 29, 2014."
