iyear,imonth,iday,provstate,city,latitude,longitude,location,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,target1,gname,nkill,nwound,scite1
2014,9,16,Balochistan,Quetta,30.182971,66.998734,,3,Bombing/Explosion,,,Patrol Vehicle,Baloch Republican Guards (BRG),0,0,"""Pakistan: Repeat attack: FC vehicle damaged in Quetta bombing,"" The Express Tribune Online, September 19, 2014."
2014,9,19,Gilgit-Baltistan,Gilgit,35.922428,74.30753,,3,Bombing/Explosion,,,Mosque,Unknown,0,0,"""Bomb   planted near Gilgit mosque   defused,"" Dawn (Pakistan), September 21, 2014."
2014,9,20,Balochistan,Quetta,30.219156,66.995823,The incident occurred in the Jinnah Town area.,3,Bombing/Explosion,,,Tea Stall,Balochistan Liberation United Front (BLUF),0,11,"""Pakistan: Woman among at least 11 injured in Quetta blast,"" Right Vision News, September 22, 2014."
2014,9,20,Balochistan,Notkani,29.030625,69.166508,,3,Bombing/Explosion,,,Checkpoint,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 21 September 2014,"" OSC Summary, September 21, 2014."
2014,9,20,Khyber Pakhtunkhwa,Kach Phattak,33.459975,70.887397,,3,Bombing/Explosion,,,Convoy,Unknown,0,0,"""Pakistan: IED defused in Hangu,"" Right Vision News, September 22, 2014."
2014,9,20,Balochistan,Haji Kot,29.896369,69.529469,,3,Bombing/Explosion,,,Transmission Tower No. 167,Unknown,0,0,"""132kv tower damaged in terrorist act,"" Pakistan Press International, September 20, 2014."
2014,9,21,Punjab,Rahim Yar Khan district,28.421157,70.298874,The incident occurred in the Garhi Dhodo area of the district.,3,Bombing/Explosion,,,Gas Pipelines,Unknown,0,0,"""Pakistan: Attempt to blow up gas pipeline fails,"" Right Vision News, September 24, 2014."
2014,9,22,Khyber Pakhtunkhwa,Lakhti Banda,33.522222,71.076111,,3,Bombing/Explosion,,,House,Unknown,0,0,"""Pakistan: Two houses damaged in Hangu   blasts,"" Right Vision News, September 26, 2014."
2014,9,23,Khyber Pakhtunkhwa,Bannu,32.98501,70.604151,,3,Bombing/Explosion,,,Police Station,Unknown,0,2,"""Bomb blast in Bannu two people injured,"" The News Tribe, September 23, 2014."
2014,9,23,Balochistan,Wazir Dhand,30.012778,68.642222,,3,Bombing/Explosion,,,House,Unknown,0,0,"""Pakistan: Terrorism bid foiled: BDU defuses 4kg bomb planted outside a house,"" The Express Tribune Online, September 24, 2014."
2014,9,24,Khyber Pakhtunkhwa,Hangu,33.530396,71.060149,,3,Bombing/Explosion,,,House,Unknown,0,0,"""Pakistan: Two houses damaged in Hangu   blasts,"" Right Vision News, September 26, 2014."
2014,9,25,Khyber Pakhtunkhwa,Darsamand,33.437212,70.66311,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan:   Bomb defused   in Hangu,"" Right Vision News, September 27, 2014."
2014,9,27,Balochistan,Sui,28.63327,69.184422,,3,Bombing/Explosion,,,Gas Pipeline,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 28 September 2014,"" OSC Summary, September 28, 2014."
2014,9,27,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,The incident occurred in the Loy Mamond area,3,Bombing/Explosion,,,Checkpoint,Tehrik-i-Taliban Pakistan (TTP),0,0,"""Under fire: FC checkpoint blown up in Bajaur,"" The Express Tribune, September 28, 2014."
2014,9,27,Federally Administered Tribal Areas,Parachinar,33.897792,70.103903,,3,Bombing/Explosion,,,Bus Stand,Unknown,0,0,"""Parachinar terror bid foiled, 30 kg explosives defused,"" Pakistan Today, September 28, 2014."
2014,9,27,Federally Administered Tribal Areas,Aka Khel,33.82193,70.644127,,3,Bombing/Explosion,,,House,Unknown,0,2,"""Spate of violence: Children injured in mortar, gun attack,"" The Express Tribune, September 28, 2014."
2014,9,28,Khyber Pakhtunkhwa,Qazi Pump,33.498296,71.03416,,3,Bombing/Explosion,,,Stone Crushing Machine,Unknown,0,0,"""Pakistan:   Bomb defused   in Hangu,"" Right Vision News, September 30, 2014."
2014,9,27,Khyber Pakhtunkhwa,Mayar,34.161701,72.086245,,3,Bombing/Explosion,,,Hujra of Member: Ubaid Mayar,Unknown,0,0,"""Hujra of PTI lawmaker attacked in Mardan,"" Dawn (Pakistan), September 29, 2014."
2014,9,28,Khyber Pakhtunkhwa,Mattani,33.794419,71.558922,,3,Bombing/Explosion,,,Market,Tehrik-i-Taliban Pakistan (TTP),0,0,"""Pakistan: Target killing: Pro-govt elder shot dead in Peshawar,"" The Express Tribune Online, September 29, 2014."
2014,9,28,Khyber Pakhtunkhwa,Parachgan Banda,33.604786,71.364069,,3,Bombing/Explosion,,,Bus,Unknown,0,2,"""Bomb   blast   in IDP camp leaves seven dead,"" Dawn (Pakistan), September 29, 2014."
2014,9,29,Balochistan,Nawan Kaur,26.963734,64.100192,,3,Bombing/Explosion,,,Crushing Plant,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 30 September 2014,"" OSC Summary, September 30, 2014."
2014,9,29,Federally Administered Tribal Areas,Spin Wam,33.173915,70.402137,,3,Bombing/Explosion,,,Soldiers,Unknown,0,2,"""Tirah blast in kills 5, injures 3,"" Pakistan Today, September 29, 2014."
2014,9,30,Balochistan,Zain Bugti,29.032452,69.159028,,3,Bombing/Explosion,,,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""Pakistan: Militants blow up gas pipeline in Dera Bugti,"" The Express Tribune Online, October 1, 2014."
2014,9,30,Khyber Pakhtunkhwa,Thall,33.366979,70.547742,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan: IED defused in Hangu,"" Right Vision News, October 2, 2014."
2014,10,1,Sindh,Karachi,24.916672,67.083368,The incident occurred in the Gulshan-e-Iqbal neighborhood,3,Bombing/Explosion,,,Van,Baloch Republican Army (BRA),0,2,"""Pakistan:   Grenade attack   injures two policemen in Karachi,"" Right Vision News, October 3, 2014."
2014,10,1,Sindh,Karachi,24.916667,67.083333,The incident occurred in the Gulshan-e-Iqbal neighborhood,3,Bombing/Explosion,,,Tipu Sultan Police Station,Baloch Republican Army (BRA),0,1,"""Pakistan:   Grenade attack   injures two policemen in Karachi,"" Right Vision News, October 3, 2014."
2014,10,1,Sindh,Karachi,24.937746,66.962919,Incident occurred in Baldia Town neighborhood of the city.,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan:   Grenade attack   injures two policemen in Karachi,"" Right Vision News, October 3, 2014."
2014,10,1,Khyber Pakhtunkhwa,Jamrud,34,71.383333,,3,Bombing/Explosion,,,Patrol,Unknown,0,0,"""Blast   damages house in Jamrud,"" Dawn (Pakistan), October 2, 2014."
2014,10,1,Khyber Pakhtunkhwa,Hayatabad,33.9852,71.444703,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan:   Bomb defused,"" Right Vision News, October 3, 2014."
2014,10,1,Khyber Pakhtunkhwa,Khazana,34.073848,71.606695,,3,Bombing/Explosion,,,Electricity Pole,Unknown,0,0,"""Pakistan: BDU   defuses explosive   materials,"" Right Vision News, October 3, 2014."
2014,10,1,Khyber Pakhtunkhwa,Badaber,33.916279,71.563084,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan: BDU   defuses explosive   materials,"" Right Vision News, October 3, 2014."
2014,10,1,Khyber Pakhtunkhwa,Peshawar,34.014939,71.580534,,3,Bombing/Explosion,,,Tower No. 6,Unknown,0,0,"""Pakistan: Tower of Shahi Bagh transmission line blown up,"" Right Vision News, October 3, 2014."
2014,10,1,Khyber Pakhtunkhwa,Khazana,34.073848,71.606695,,3,Bombing/Explosion,,,Electricity Pole,Unknown,0,0,"""Pakistan: BDU   defuses explosive   materials,"" Right Vision News, October 3, 2014."
2014,10,1,Khyber Pakhtunkhwa,Khazana,34.07436,71.605945,,3,Bombing/Explosion,,,Electricity Pole,Unknown,0,0,"""Pakistan: BDU   defuses explosive   materials,"" Right Vision News, October 3, 2014."
2014,10,2,Balochistan,Panjgur district,26.966277,64.100613,,3,Bombing/Explosion,,,Convoy,Baloch Republican Army (BRA),0,2,"""Alert -- Two Personnel Wounded in Bomb Attack on Frontier Works Organization Convoy in Panjgur,"" Abb Takk, October 2, 2014."
2014,10,2,Balochistan,Kili Station,29.554339,66.020792,,3,Bombing/Explosion,,,Office,Baloch Liberation Army (BLA),0,0,"""Highlights: Pakistan Balochistan Press 03 October 2014,"" OSC Summary, October 3, 2014."
2014,10,4,Khyber Pakhtunkhwa,Kot Azam,32.088209,70.201157,,3,Bombing/Explosion,,,Car of Leader: Sherpao Mehsud,Unknown,0,0,"""Pakistan: Amn Committee team attacked in Tank,"" Right Vision News, October 5, 2014."
2014,10,4,Khyber Pakhtunkhwa,Tank district,32.210136,70.387112,,3,Bombing/Explosion,,,Houses,Unknown,0,0,"""Pakistan: Houses damaged in blast, four rocket shells defused in Tank,"" The News Online, October 5, 2014."
2014,10,5,Balochistan,Quetta,30.183009,66.998953,,3,Bombing/Explosion,,,Cemetery,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 9 October 2014,"" OSC Summary, October 9, 2014."
2014,10,5,Sindh,Karachi,24.933889,67.006389,The incident occurred in the Fronteir Colony area of Orangi Town neighborhood,3,Bombing/Explosion,,,Patrol Van,Unknown,0,5,"""AFP: Seven Taliban Militants Killed In Pakistan: Police,"" AFP (World Service), October 5, 2014."
2014,10,6,Khyber Pakhtunkhwa,Bara,33.923337,71.474323,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Crime roundup: FC man shot dead at Panj Khatta Chowk,"" The Express Tribune, October 9, 2014."
2014,10,7,Khyber Pakhtunkhwa,Jamrud,34.002641,71.38665,The incident occurred in the Lashora area of the town.,3,Bombing/Explosion,,,School,Unknown,0,0,"""Primary school, seminary blown up in Jamrud,"" The Nation Pakistan, October 9, 2014."
2014,10,7,Khyber Pakhtunkhwa,Jamrud,34.00205,71.382825,The incident occurred in the Walo Mela area of the town.,3,Bombing/Explosion,,,Seminary,Unknown,0,0,"""Primary school, seminary blown up in Jamrud,"" The Nation Pakistan, October 9, 2014."
2014,10,7,Khyber Pakhtunkhwa,Charbagh,34.833186,72.441618,,3,Bombing/Explosion,,,Under-Construction Police Station,Unknown,0,0,"""Under-construction building of police station blown  up in Swat,"" The News International, October 9, 2014."
2014,10,8,Federally Administered Tribal Areas,Jamal Khel,33.682234,71.648202,,3,Bombing/Explosion,,,House,Unknown,0,0,"""Separate incidents: Two primary schools blown up in Jamrud,"" The Express Tribune, October 9, 2014."
2014,10,8,Khyber Pakhtunkhwa,Jamrud,34,71.383333,The incident occurred in the Takhta Baig area.,3,Bombing/Explosion,,,House of Civilian: Hashmat Khan,Unknown,0,0,"""Separate incidents: Two primary schools blown up in Jamrud,"" The Express Tribune, October 9, 2014."
2014,10,9,Federally Administered Tribal Areas,Ghakhi,34.832778,71.546389,,3,Bombing/Explosion,,,Vehicle of Member: Malak Taj Muhammad Ali Khan,Unknown,0,6,"""Peace body member among 6 injured in Bajaur blast,"" The News International, October 10, 2014."
2014,10,9,Balochistan,Quetta,30.17931,66.998253,The incident occurred in the Sariab neighborhood,3,Bombing/Explosion,,,Patrol Van,United Baloch Army (UBA),0,0,"""Police patrol survives bomb attack,"" DAWN Group, October 10, 2014."
2014,10,11,Balochistan,Quetta,30.183009,66.998953,,3,Bombing/Explosion,,,Vehicle,Baloch Liberation Army (BLA),0,0,"""Hand grenade blast near FC's convoy in Quetta,"" The News Tribe, October 11, 2014."
2014,10,13,Balochistan,Mand,26.112487,62.034589,,3,Bombing/Explosion,,,Checkpoint,Baloch Liberation Front (BLF),0,0,"""Highlights: Pakistan Balochistan Press 18 October 2014,"" OSC Summary, October 18, 2014."
2014,10,14,Federally Administered Tribal Areas,Badi Sambor,34.749212,71.466225,,3,Bombing/Explosion,,,Girls' School,Unknown,0,1,"""Targeted: Student injured in IED blast near girls school,"" The Express Tribune, October 14, 2014."
2014,10,14,Federally Administered Tribal Areas,Ambar,34.539426,71.415337,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Targeted: Student injured in IED blast near girls school,"" The Express Tribune, October 14, 2014."
2014,10,14,Federally Administered Tribal Areas,Razmak,32.689167,69.834167,,3,Bombing/Explosion,,,Officer,Unknown,0,1,"""Pakistan: Levies personnel injured in Miranshah landmine   blast,"" Right Vision News, October 16, 2014."
2014,10,15,Khyber Pakhtunkhwa,Peshawar,33.968758,71.511004,The incident occurred in the Pishtakhara neighborhood,3,Bombing/Explosion,,,Shrine of Syed Abdul Qudoos Shah,Unknown,0,0,"""Pakistan: Bomb goes off at shrine,"" Right Vision News, October 17, 2014."
2014,10,15,Federally Administered Tribal Areas,South Waziristan district,32.320237,69.859741,The incident occurred in the Tora Gollain area,3,Bombing/Explosion,,,Convoy,Unknown,0,2,"""Peace committee volunteer killed in Mohmand Agency,"" The Express Tribune, October 15, 2014."
2014,10,15,Federally Administered Tribal Areas,South Waziristan district,32.320237,69.859741,The incident occurred in the Tora Gollain area,3,Bombing/Explosion,,,Officials,Unknown,0,8,"""Peace committee volunteer killed in Mohmand Agency,"" The Express Tribune, October 15, 2014."
2014,10,16,Balochistan,Dera Bugti district,29.034942,69.163044,,3,Bombing/Explosion,,,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""NATIONAL - Miscreants blow up gas pipeline in Dera Bugti,"" The Nation Pakistan, October 16, 2014."
2014,10,16,Khyber Pakhtunkhwa,Peshawar,34.014506,71.583893,The incident occurred in the Sikandarpura neighborhood,3,Bombing/Explosion,,,Medical Store,Unknown,0,1,"""Pakistan: One hurt as hand grenade hurled at medical store,"" Right Vision News, October 18, 2014."
2014,10,16,Federally Administered Tribal Areas,Safi,34.533889,71.27,,3,Bombing/Explosion,,,Unknown,Unknown,0,1,"""Pakistan: Soldier injured while defusing bomb in Mohmand,"" Right Vision News, October 18, 2014."
2014,10,17,Khyber Pakhtunkhwa,Charsadda district,34.149034,71.731778,,3,Bombing/Explosion,,,Under-Construction House of Former District General Secretary: Qasim Ali Khan,Unknown,0,0,"""Blast damages ANP leader's house,"" Dawn (Pakistan), October 18, 2014."
2014,10,18,Khyber Pakhtunkhwa,Hangu district,33.530172,71.060235,,3,Bombing/Explosion,,,Shaidano Dand Checkpost,Unknown,0,1,"""Two Dir Scouts men martyred in Bajaur blast,"" Daily The Pak Banker, October 18, 2014."
2014,10,18,Sindh,Faqeer Muhammad Bugti,27.777008,67.770321,,3,Bombing/Explosion,,,Electricity Tower,Unknown,0,0,"""Pakistan: Bid to blow electricity tower foiled,"" Right Vision News, October 19, 2014."
2014,10,19,Federally Administered Tribal Areas,Kalaya,33.745721,70.965069,,3,Bombing/Explosion,,,Cell Phone Tower,Unknown,0,0,"""Militants   blow up mobile tower,"" The Nation (AsiaNet), October 21, 2014."
2014,10,20,Federally Administered Tribal Areas,Ghakhi,34.816667,71.317778,,3,Bombing/Explosion,,,Post,Tehrik-i-Taliban Pakistan (TTP),0,3,"""Man killed in mortar attack on Bajaur village,"" Dawn (Pakistan), October 22, 2014."
2014,10,21,Balochistan,Dera Bugti district,29.034942,69.163044,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan: IED defused in Dera Bugti,"" Right Vision News, October 22, 2014."
2014,10,21,Federally Administered Tribal Areas,Batmali,34.858908,71.49774,,3,Bombing/Explosion,,,Member: Jamal Khan,Unknown,0,1,"""Man killed in mortar attack on Bajaur village,"" Dawn (Pakistan), October 22, 2014."
2014,10,21,Federally Administered Tribal Areas,Khyber district,34.021103,71.287421,The incident occurred in the Aalam Godar area,3,Bombing/Explosion,,,Convoy,Unknown,0,0,"""Two mortar shells fired from Afghan side kill a person in Bajaur Agency,"" Daily The Pak Banker, October 21, 2014."
2014,10,22,Federally Administered Tribal Areas,Mohmand district,34.555417,71.258097,The incident occurred in the Dabar Qandhar Baba area,3,Bombing/Explosion,,,Polio Vaccination Team,Tehrik-i-Taliban Pakistan (TTP),0,3,"""Three levies personnel injured in IED blast,"" The Express Tribune, October 22, 2014."
2014,10,22,Khyber Pakhtunkhwa,Peshawar,34.014939,71.580534,,3,Bombing/Explosion,,,Plaza,Unknown,0,0,"""Pakistan: 10 KG   bomb   fixed in Computer monitor   defused,"" Right Vision News, October 23, 2014."
2014,10,22,Khyber Pakhtunkhwa,Gogdara,34.744845,72.291151,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan:   Bomb defused   in Swat,"" Right Vision News, October 24, 2014."
2014,10,22,Federally Administered Tribal Areas,Sipah,33.882778,70.895278,,3,Bombing/Explosion,,,House of Civilian: Ali Akbar,Unknown,0,6,"""Two soldiers,   militant   killed in Bara,"" Dawn (Pakistan), October 23, 2014."
2014,10,22,Khyber Pakhtunkhwa,Hangu district,33.530172,71.060235,,3,Bombing/Explosion,,,Market,Unknown,0,0,"""Vegetable cart bomb blast in Hangu destroys four shops,"" The Express Tribune, October 22, 2014."
2014,10,23,Federally Administered Tribal Areas,Aka Khel,33.82193,70.644127,,3,Bombing/Explosion,,,"Soldiers: Malikzada, Nasrullah",Unknown,0,2,"""Fighter jets pound   militant   hideouts, kill 8,"" The Nation (AsiaNet), October 24, 2014."
2014,10,24,Federally Administered Tribal Areas,Landi Kotal,34.092747,71.148143,,3,Bombing/Explosion,,,Bazaar,Unknown,0,0,"""Pakistan: Explosives-laden car seized in Landikotal,"" Right Vision News, October 26, 2014."
2014,10,24,Balochistan,Panjgur,26.966277,64.100613,,3,Bombing/Explosion,,,House of Local Leader: Naseer Ahmed,Unknown,0,0,"""Rocket attack   on house of PML leader,"" Dawn (Pakistan), October 25, 2014."
2014,10,26,Federally Administered Tribal Areas,Bajaur district,34.669608,71.304232,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Nine soldiers injured in Bajaur   blast,"" Dawn (Pakistan), October 28, 2014."
2014,10,26,Balochistan,Dera Bugti district,26.659978,63.967521,The incident occurred in the Zain Koh area of the district.,3,Bombing/Explosion,,,Checkpoint,Baloch Republican Army (BRA),0,0,"""Highlights: Pakistan Balochistan Press 28 October 2014,"" OSC Summary, October 28, 2014."
2014,10,27,Khyber Pakhtunkhwa,Bara district,33.922054,71.462588,The incident occurred in the Hakim Khan Kili village,3,Bombing/Explosion,,,Girls' Primary School,Lashkar-e-Islam (Pakistan),0,0,"""Girls' school blown up in Bara,"" Dawn (Pakistan), October 28, 2014."
2014,10,27,Federally Administered Tribal Areas,Hilal Khial Charmang,34.676049,71.340166,,3,Bombing/Explosion,,,Joint Forces,Unknown,0,9,"""Pakistan: Two Uzbeks among 33   militants   killed in NWA air strikes,"" Right Vision News, October 29, 2014."
2014,10,28,Balochistan,Dera Allah Yar,28.374722,68.350278,,3,Bombing/Explosion,,,House of Former Rebel Commander: Bangal Bugti,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 29 October 2014,"" OSC Summary, October 30, 2014."
2014,10,28,Federally Administered Tribal Areas,Khyber district,33.837024,70.641674,,3,Bombing/Explosion,,,House,Unknown,0,1,"""Girls' school blown up in Bara,"" Dawn (Pakistan), October 28, 2014."
2014,10,29,Balochistan,Kholu,29.896781,69.253909,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 30 October 2014,"" OSC Summary, October 30, 2014."
2014,10,29,Khyber Pakhtunkhwa,Dir Khan,35.113611,71.795833,The incident occurred in the Dir Khan area,3,Bombing/Explosion,,,Members,Unknown,0,2,"""Three Soldiers, 15 Militants Killed in Pakistan,"" Outlook India, October 29, 2014."
2014,10,30,Balochistan,Quetta,30.181683,66.967435,,3,Bombing/Explosion,,,Convoy,United Baloch Army (UBA),0,0,"""FC personnel escape   bomb attack,"" Dawn (Pakistan), October 31, 2014."
2014,10,30,Sindh,Karachi,24.926335,67.13028,The incident occurred in the Gulistan-i-Johar neighborhood,3,Bombing/Explosion,,,Mosque,Tehrik-e-Khilafat,0,3,"""Cracker blast near Imambargah; ASI, trader killed in 'sectarian' attacks,"" DAWN Group, October 31, 2014."
2014,10,31,Sindh,Karachi,24.91757,67.09701,The incident occurred in the Nipa Chowrangi area of Gulshan-e-Iqbal neighborhood,3,Bombing/Explosion,,,Van,Tehrik-e-Khilafat,0,2,"""Grenade attack   on police van in Karachi injures two constables,"" The Express Tribune, October 31, 2014."
2014,10,31,Sindh,Karachi,24.879114,67.004758,The incident occurred in the Lyari neighborhood of Karachi,3,Bombing/Explosion,,,Police Station,Unknown,0,1,"""Two cops injured in Karachi grenade attack,"" The News International, October 31, 2014."
2014,11,1,Khyber Pakhtunkhwa,Hangu,33.529963,71.059956,The incident occurred in the Shahu Khel area,3,Bombing/Explosion,,,House,Unknown,0,1,"""Orakzai Agency: 25 terrorists dead, 7 soldiers martyred in operation,"" Daily The Pak Banker, November 2, 2014."
2014,11,1,Khyber Pakhtunkhwa,Bara district,33.922054,71.462588,The incident occurred in the Spin Kabra area,3,Bombing/Explosion,,,Checkpost,Unknown,0,4,"""8 soldiers, 20   militants   die in Orakzai clash,"" The Nation (AsiaNet), November 2, 2014."
2014,11,1,Khyber Pakhtunkhwa,Peshawar,34.014866,71.580315,The incident occurred in the Budh Bair area,3,Bombing/Explosion,,,Armored Personnel Carrier (APC),Unknown,0,,"""Orakzai Agency: 25 terrorists dead, 7 soldiers martyred in operation,"" Daily The Pak Banker, November 2, 2014."
2014,11,1,Balochistan,Kech district,25.912207,62.651949,,3,Bombing/Explosion,2,Armed Assault,Convoy,Baloch Republican Army (BRA),0,0,"""FWO convoy attacked near Turbat,"" Dawn (Pakistan), November 2, 2014."
2014,11,1,Khyber Pakhtunkhwa,Bazidkhel,33.955546,71.539754,The incident occurred in the Ahmad Khel neighborhood,3,Bombing/Explosion,,,Area,Unknown,0,0,"""Afghan refugees restricted to camps,"" Plus News Pakistan, November 2, 2014."
2014,11,2,Khyber Pakhtunkhwa,Peshawar,34.014939,71.58049,The incident occurred in the Khatako Pul area,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Three found dead;   bomb defused   in Peshawar,"" Dawn (Pakistan), November 3, 2014."
2014,11,2,Sindh,Karachi,24.938361,67.002524,The incident occurred in the Sector 5-E area of Orangi Town neighborhood,3,Bombing/Explosion,,,"Shia Civilians: Ameena Zafar, Dua, Iqra",Unknown,0,9,"""Pakistan: Nine injured in   grenade attack,"" Right Vision News, November 4, 2014."
2014,11,2,Federally Administered Tribal Areas,Amanat,34.8125,71.396389,,3,Bombing/Explosion,,,Checkpost,Unknown,0,0,"""Bajaur Levies personnel escape   bomb blast,"" Dawn (Pakistan), November 3, 2014."
2014,11,2,Khyber Pakhtunkhwa,Peshawar,34.015156,71.580534,,3,Bombing/Explosion,,,Leader: Ghufran Ahad,Unknown,0,0,"""Pakistan: Couple killed in Faqirabad,"" Right Vision News, November 4, 2014."
2014,11,2,Balochistan,Chaman,30.922166,66.444766,The incident occurred along Mall road,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Bomb explosion   in Chaman, no damage,"" Pakistan Press International, November 2, 2014."
2014,11,3,Punjab,Wagah,31.590166,74.575894,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Wagah Suicide Attack Toll 61,"" Kashmir Observer, November 4, 2014."
2014,11,3,Federally Administered Tribal Areas,Nawagai,34.662222,71.291389,,3,Bombing/Explosion,,,Officers,Unknown,0,5,"""Pakistan: Roadside hazard: Security personnel injured in IED blast,"" The Express Tribune Online, November 6, 2014."
2014,11,4,Federally Administered Tribal Areas,Kalaya,33.747482,70.96265,,3,Bombing/Explosion,,,Town,Unknown,0,2,"""Pakistan: Roadside explosion: Three mourners killed as IED targets Muharram procession,"" The Express Tribune Online, November 6, 2014."
2014,11,4,Federally Administered Tribal Areas,Damadola,34.805,71.467778,,3,Bombing/Explosion,,,Tribal Elder: Haji Islam,Unknown,0,3,"""Pakistan: Roadside explosion: Three mourners killed as IED targets Muharram procession,"" The Express Tribune Online, November 6, 2014."
2014,11,6,Khyber Pakhtunkhwa,Peshawar,34.015156,71.580534,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""6kg   bomb defused,"" Daily The Pak Banker, November 6, 2014."
2014,11,6,Balochistan,Turbat,26.00415,63.060559,The incident occurred in the Turbat area,3,Bombing/Explosion,,,Convoy of District Police Officer: Abid Baloch,Baloch Nationalists,0,2,"""DPO escapes   bomb   and rocket   attack,"" Dawn (Pakistan), November 7, 2014."
2014,11,6,Balochistan,Dera Bugti district,29.033122,69.150022,The incident occurred in the Toba Notkani area,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 7 November 2014,"" OSC Summary, November 7, 2014."
2014,11,7,Balochistan,Panjgur district,26.966667,64.1,,3,Bombing/Explosion,,,Construction Vehicle,Baloch Nationalists,0,1,"""FWO vehicle partially damaged in explosion in Panjgur,"" The Express Tribune, November 7, 2014."
2014,11,8,Balochistan,Jafarabad district,28.156389,67.884722,The incident occurred in the Nodan Goth area of the Pat Feeder area,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Blast wounds Balochi singer's son, niece in Dera Bugti,"" DAWN Group, November 8, 2014."
2014,11,8,Balochistan,Dera Bugti district,29.033237,69.149869,,3,Bombing/Explosion,,,Folk Singer: Sabz Ali Bugti,Unknown,0,2,"""Blast wounds Balochi singer's son, niece in Dera Bugti,"" DAWN Group, November 8, 2014."
2014,11,9,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,The incident occurred in the Khar area,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan: Violence roundup: Two suspected militants shot dead,"" The Express Tribune Online, November 9, 2014."
2014,11,9,Khyber Pakhtunkhwa,Faqirabad,33.888963,71.492269,,3,Bombing/Explosion,,,Cemetery,Unknown,0,0,"""Pakistan: Two   explosive devices defused   in Peshawar suburbs,"" Right Vision News, November 11, 2014."
2014,11,9,Khyber Pakhtunkhwa,Pishtakhara Bala,33.955177,71.493734,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan: Two   explosive devices defused   in Peshawar suburbs,"" Right Vision News, November 11, 2014."
2014,11,9,Khyber Pakhtunkhwa,Peshawar,33.995177,71.587231,The incident occurred in the Hazara Khawani neighborhood,3,Bombing/Explosion,,,House of Member: Fazal Ilahi,Unknown,0,0,"""Blast near PTI MPA house in Peshawar,"" The News International, November 10, 2014."
2014,11,10,Sindh,Jacobabad,28.281989,68.437904,,3,Bombing/Explosion,,,Bus Stop,Unknown,0,1,"""Explosive material planted in motorcycle goes off,"" Dawn (Pakistan), November 11, 2014."
2014,11,11,Khyber Pakhtunkhwa,Peshawar,34.015156,71.580534,,3,Bombing/Explosion,,,Unknown,Unknown,0,0,"""Pakistan: BDS averts bid of terrorism,   defuse   5 KG   bomb,"" Right Vision News, November 12, 2014."
2014,11,12,Sindh,Karachi,24.938096,66.961905,The incident occurred in the Baldia Town neighborhood,3,Bombing/Explosion,,,Vehicle,Unknown,0,5,"""5 Rangers personnel injured in Blast,"" Plus News Pakistan, November 14, 2014."
2014,11,12,Balochistan,Panjgur,26.981667,64.101667,The incident occurred in the Nawan Kaur area,3,Bombing/Explosion,,,Factory,Baloch Liberation Front (BLF),0,0,"""Highlights: Pakistan Balochistan Press 13 November 2014,"" OSC Summary, November 13, 2014."
2014,11,13,Khyber Pakhtunkhwa,Shabqadar,34.217204,71.555534,,3,Bombing/Explosion,,,Girls' Middle School,Unknown,0,0,"""Pakistan: Militants Blow Up Government School in Charsadda District of Khyber Pakhtunkhwa,"" BBC Online, November 14, 2014."
2014,11,13,Balochistan,Mastung district,29.8,66.85,,3,Bombing/Explosion,,,Camp,Baloch Liberation Army (BLA),0,0,"""4   rockets fired   on Mastung City,"" Pakistan Press International, November 13, 2014."
